Date,Market Cap,% Change
2013-06-26,2671400000,0.80%
2013-06-25,2650100000,1.51%
2013-06-24,2610800000,0.44%
2013-06-21,2599300000,-0.44%
2013-06-20,2610800000,-1.60%
2013-06-19,2653300000,
2013-06-18,2653300000,0.49%
2013-06-17,2640300000,1.07%
2013-06-14,2612400000,1.27%
2013-06-13,2579700000,3.96%
2013-06-12,2481500000,-9.17%
2013-06-11,2731900000,-1.94%
2013-06-10,2785900000,0.71%
2013-06-07,2766300000,0.53%
2013-06-06,2751600000,0.36%
2013-06-05,2741700000,-1.18%
2013-06-04,2774500000,1.62%
2013-06-03,2730300000,-0.54%
2013-05-31,2745000000,-1.87%
2013-05-30,2797400000,-1.33%
2013-05-29,2835000000,0.64%
2013-05-28,2817000000,-3.70%
2013-05-24,2925100000,0.73%
2013-05-23,2903800000,0.45%
2013-05-22,2890700000,-1.28%
2013-05-21,2928300000,0.22%
2013-05-20,2921800000,0.51%
2013-05-17,2907100000,-1.71%
2013-05-16,2957800000,-0.93%
2013-05-15,2985600000,0.28%
2013-05-14,2977400000,0.16%
2013-05-13,2972500000,0.78%
2013-05-10,2949600000,
2013-05-09,2949600000,-2.28%
2013-05-08,3018400000,-1.76%
2013-05-07,3072400000,1.35%
2013-05-06,3031500000,0.27%
2013-05-03,3023300000,-2.99%
2013-05-02,3116600000,3.42%
2013-05-01,3013500000,2.39%
2013-04-30,2943100000,1.76%
2013-04-29,2892300000,-1.23%
2013-04-26,2928300000,3.77%
2013-04-25,2821900000,0.47%
2013-04-24,2808800000,-0.58%
2013-04-23,2825200000,-2.54%
2013-04-22,2898900000,-0.22%
2013-04-19,2905400000,3.08%
2013-04-18,2818700000,-0.81%
2013-04-17,2841600000,-0.23%
2013-04-16,2848100000,2.41%
2013-04-15,2781000000,-1.17%
2013-04-12,2813800000,0.12%
2013-04-11,2810500000,1.12%
2013-04-10,2779400000,-0.12%
2013-04-09,2782700000,-1.28%
2013-04-08,2818700000,3.18%
2013-04-05,2731900000,0.30%
2013-04-04,2723700000,1.03%
2013-04-03,2695900000,0.49%
2013-04-02,2682800000,-2.44%
2013-04-01,2749900000,0.30%
2013-03-28,2741700000,-1.47%
2013-03-27,2782700000,1.31%
2013-03-26,2746600000,-0.24%
2013-03-25,2753200000,1.32%
2013-03-22,2717200000,-0.06%
2013-03-21,2718800000,-0.48%
2013-03-20,2731900000,0.42%
2013-03-19,2720500000,-2.80%
2013-03-18,2799000000,3.20%
2013-03-15,2712300000,-0.72%
2013-03-14,2731900000,0.18%
2013-03-13,2727000000,-0.24%
2013-03-12,2733600000,-0.77%
2013-03-11,2754800000,-1.18%
2013-03-08,2787600000,0.12%
2013-03-07,2784300000,-1.28%
2013-03-06,2820300000,-0.86%
2013-03-05,2844900000,2.54%
2013-03-04,2774500000,-2.42%
2013-03-01,2843200000,-0.91%
2013-02-28,2869400000,0.17%
2013-02-27,2864500000,0.98%
2013-02-26,2836700000,-3.35%
2013-02-25,2934900000,-2.34%
2013-02-22,3005300000,-0.05%
2013-02-21,3006900000,-1.34%
2013-02-20,3047800000,-1.06%
2013-02-19,3080600000,1.68%
2013-02-15,3029800000,-0.16%
2013-02-14,3034700000,-0.91%
2013-02-13,3062600000,-0.05%
2013-02-12,3064200000,
2013-02-11,3064200000,0.32%
2013-02-08,3054400000,1.69%
2013-02-07,3003600000,4.86%
2013-02-06,2864500000,2.82%
2013-02-05,2785900000,2.22%
2013-02-04,2725400000,-0.89%
2013-02-01,2749900000,
2013-01-31,2749900000,0.12%
2013-01-30,2746600000,2.69%
2013-01-29,2674600000,-0.85%
2013-01-28,2697500000,-2.43%
2013-01-25,2764700000,-3.43%
2013-01-24,2862900000,3.19%
2013-01-23,2774500000,1.68%
2013-01-22,2728600000,7.55%
2013-01-18,2537100000,0.65%
2013-01-17,2520800000,1.65%
2013-01-16,2479800000,-0.92%
2013-01-15,2502800000,5.23%
2013-01-14,2378400000,0.69%
2013-01-11,2362000000,1.55%
2013-01-10,2326000000,-0.97%
2013-01-09,2348900000,1.49%
2013-01-08,2314500000,0.78%
2013-01-07,2296500000,-3.17%
2013-01-04,2371800000,1.75%
2013-01-03,2330900000,-0.83%
2013-01-02,2350500000,2.20%
2012-12-31,2299800000,1.08%
2012-12-28,2275200000,-0.36%
2012-12-27,2283400000,-0.43%
2012-12-26,2293200000,1.01%
2012-12-24,2270300000,-0.65%
2012-12-21,2285100000,-0.21%
2012-12-20,2290000000,0.36%
2012-12-19,2281800000,2.42%
2012-12-18,2227800000,0.15%
2012-12-17,2224500000,
2012-12-14,2224500000,-0.95%
2012-12-13,2245800000,-0.22%
2012-12-12,2250700000,-1.01%
2012-12-11,2273600000,1.91%
2012-12-10,2231000000,-0.51%
2012-12-07,2242500000,2.78%
2012-12-06,2181900000,-0.15%
2012-12-05,2185200000,0.07%
2012-12-04,2183600000,0.08%
2012-12-03,2181900000,
2012-11-30,2181900000,1.99%
2012-11-29,2139400000,-1.73%
2012-11-28,2177000000,0.30%
2012-11-27,2170500000,-0.30%
2012-11-26,2177000000,1.29%
2012-11-23,2149200000,-0.15%
2012-11-21,2152500000,-0.68%
2012-11-20,2167200000,1.69%
2012-11-19,2131199999,0.62%
2012-11-16,2118100000,1.89%
2012-11-15,2078800000,-2.08%
2012-11-14,2123000000,-0.08%
2012-11-13,2124600000,1.40%
2012-11-12,2095199999,0.08%
2012-11-09,2093500000,-0.16%
2012-11-08,2096800000,2.15%
2012-11-07,2052600000,-1.65%
2012-11-06,2087000000,2.99%
2012-11-05,2026400000,-0.08%
2012-11-02,2028100000,-3.58%
2012-11-01,2103400000,2.07%
2012-10-31,2060800000,1.20%
2012-10-26,2036300000,0.08%
2012-10-25,2034600000,1.06%
2012-10-24,2013300000,0.41%
2012-10-23,2005100000,-1.05%
2012-10-22,2026400000,1.06%
2012-10-19,2005100000,-0.25%
2012-10-18,2010100000,0.16%
2012-10-17,2006800000,-1.92%
2012-10-16,2046100000,-1.03%
2012-10-15,2067400000,-1.94%
2012-10-12,2108300000,0.16%
2012-10-11,2105000000,-2.94%
2012-10-10,2168800000,-0.82%
2012-10-09,2186800000,2.77%
2012-10-08,2127900000,0.16%
2012-10-05,2124600000,-0.16%
2012-10-04,2127900000,-0.38%
2012-10-03,2136100000,3.90%
2012-10-02,2055900000,0.08%
2012-10-01,2054300000,-1.41%
2012-09-28,2083699999,-4.00%
2012-09-27,2170500000,0.08%
2012-09-26,2168800000,-0.97%
2012-09-25,2190100000,0.07%
2012-09-24,2188500000,5.11%
2012-09-21,2082100000,2.50%
2012-09-20,2031300000,-0.49%
2012-09-19,2041200000,-0.87%
2012-09-18,2059199999,-2.93%
2012-09-17,2121400000,4.10%
2012-09-14,2037900000,0.48%
2012-09-13,2028100000,1.73%
2012-09-12,1993700000,-1.06%
2012-09-11,2015000000,-1.44%
2012-09-10,2044400000,-0.87%
2012-09-07,2062400000,-2.18%
2012-09-06,2108300000,-0.15%
2012-09-05,2111500000,-2.20%
2012-09-04,2159000000,-0.83%
2012-08-31,2177000000,-0.82%
2012-08-30,2195000000,-1.18%
2012-08-29,2221200000,0.29%
2012-08-28,2214700000,-2.17%
2012-08-27,2263800000,4.30%
2012-08-24,2170500000,0.08%
2012-08-23,2168800000,0.91%
2012-08-22,2149200000,-0.45%
2012-08-21,2159000000,1.00%
2012-08-20,2137699999,-2.69%
2012-08-17,2196700000,-2.54%
2012-08-16,2254000000,-1.99%
2012-08-15,2299800000,-1.05%
2012-08-14,2324300000,0.35%
2012-08-13,2316200000,1.07%
2012-08-10,2291600000,
